,product_name,product_category,Revenue,ItemsSold,Contribution_to_Revenue
95,Columbia Men's Peak 2 Jacket,Outerwear & Coats,349.95001220703125,1,0.07052905311459726
96,Evisu European edition Vintage cut denim jeans,Jeans,349.1700134277344,1,0.07037185187609064
97,Parker Women's Beaded Spaghetti Tank Dress,Dresses,345.989990234375,1,0.06973094884169553
98,Red Engine Women's Slimming Flared Leg Jean,Jeans,344.0,2,0.06932988548395308
99,Joe's Jeans Men's Colored Denim Classic Fit,Jeans,344.0,2,0.06932988548395308
100,Yoana Baraschi Women's Boyfriend Blazer,Blazers & Jackets,343.0,1,0.06912834511917414
101,Yoana Baraschi Women's Apres Tennis Boyfriend Blazer,Blazers & Jackets,343.0,1,0.06912834511917414
102,Petrocelli Big and Tall Light Weight Fancy Sport Coat,Suits & Sport Coats,338.0,2,0.06812064329527948
103,BCBGMAXAZRIA Women's Marta 3/4 Sleeve Sequin Dress,Dresses,338.0,1,0.06812064329527948
104,7 For All Mankind Men's The Straight Modern Jean,Jeans,337.0,2,0.06791910293050055
105,KASPER Lace Neckline Jacket/Pant Suit,Suits,336.0,2,0.0677175625657216
106,Faconnable Men's Double Closure Sweater Vest,Sweaters,334.1300048828125,1,0.06734068306766881
107,True Religion Men's Ricky Super-T Straight Jean,Jeans,334.0,1,0.06731448183616374
108,Rodd & Gunn East End Knit,Sweaters,330.0,2,0.06650832037704801
109,Levi's Men's Leather Racer Jacket,Outerwear & Coats,330.0,1,0.06650832037704801
110,Mammut Men's Ultimate Hoody Jacket,Outerwear & Coats,329.989990234375,1,0.0665063030052326
111,Carhartt Men's Tall Duck Traditional Jacket,Outerwear & Coats,329.96999359130854,3,0.06650227287449462
112,Trina Turk Women's Inga Dress,Dresses,328.0,1,0.06610523964749014
113,True Religion Men's Ricky Super T Straight Catrer Jean,Jeans,328.0,1,0.06610523964749014
114,Lightweight Highland Tweed Sport Coat / Regular,Suits & Sport Coats,325.0,1,0.06550061855315334
115,Ben Sherman Men's Plectrum Pique Jersey Blazer,Suits & Sport Coats,325.0,1,0.06550061855315334
116,7 Diamonds Men's Palermo Blazer,Suits & Sport Coats,325.0,1,0.06550061855315334
117,Ray-Ban Meteor Wayfarer Sunglasses,Accessories,320.0,2,0.06449291672925868
118,Magaschoni Women's 100% Cashmere Turtleneck Tunic Sweater,Sweaters,320.0,1,0.06449291672925868
119,Ralph Lauren Mens SB 2B Solid Navy Blue Wool Suit,Suits & Sport Coats,319.989990234375,1,0.06449089935744326
120,The North Face Men's Gotham Jacket (Sizes S - XXL),Outerwear & Coats,319.989990234375,1,0.06449089935744326
121,United Face Womens Rex Fur Leather Swing Coat,Outerwear & Coats,319.0,1,0.06429137636447974
122,Autumn Cashmere Women's Color Block Hi Low Raglan,Sweaters,319.0,1,0.06429137636447974
123,TAHARI Pleated Front Jacket/Skirt Suit,Suits,318.0,2,0.0640898359997008
124,Women's Cashmere Cardigan Twin Sweater Set,Sweaters,318.0,2,0.0640898359997008
125,DL1961 Women's Angel Ankle Skinny Fit Jean,Jeans,316.0,2,0.06368675527014293
126,Jax Women's Foil Dress,Dresses,316.0,2,0.06368675527014293
127,Joe's Jeans Men's Malcolm Classic Fit Jean,Jeans,316.0,2,0.06368675527014293
128,Plus Size 3/4 Sleeved Scalloped Boudoir Lace Dress - Black Lace/black Lining,Dresses,316.0,2,0.06368675527014293
129,PAIGE Women's Skyline Straight Jean,Jeans,316.0,2,0.06368675527014293
130,Austin Reed Men's Signature Large Check Two Button Sport Coat,Suits & Sport Coats,315.7799987792969,2,0.06364241614387062
131,London Fog Women's Single-Breasted Raincoat,Outerwear & Coats,315.0,2,0.063485214905364
132,London Fog Women's Single-Breasted Coat With Snap Detail,Outerwear & Coats,315.0,2,0.063485214905364
133,Port Authority J780 Leather Bomber Jacket,Outerwear & Coats,310.0,1,0.062477513081469344
134,7 For All Mankind Men's Classic Bootcut Jean (Long Inseam) in New York Dark,Jeans,310.0,2,0.062477513081469344
135,The North Face Apex Bionic Soft Shell Jacket - Women's,Active,308.0,1,0.06207443235191147
136,Ray-Ban RB 3217 Sunglasses- All Colors And SIZES,Accessories,305.4399948120117,3,0.061558487972488356
137,New Ray Ban RB 4179 601/9A Black Men Women Plastic Sunglasses,Accessories,302.5,2,0.06096596034562734
138,Laundry Women's Windbreaker Down Coat with Anorak Waist,Outerwear & Coats,300.0,2,0.06046210943368001
139,Oakley Men's Originate Jacket,Outerwear & Coats,300.0,1,0.06046210943368001
140,Oakley Men's Flak Jacket XLJ Iridium Sunglasses,Accessories,300.0,2,0.06046210943368001
141,Theory Light Grey Blazer,Suits & Sport Coats,299.989990234375,1,0.06046009206186459
142,DKNYC Kelly 3/4 Sleeve Blazer Jacket Misses Medium [Apparel] [Apparel] [Apparel],Blazers & Jackets,299.9800109863281,2,0.060458080840573004
143,Sutton Studio V-Neck Cashmere Sweater,Sweaters,299.9800109863281,2,0.060458080840573004
144,Regency New York Men's Smoking Jacket Octavius Gray,Sleep & Lounge,299.95001220703125,1,0.06045203487565059
145,Arc'teryx Gamma MX Softshell Jacket - Women's,Outerwear & Coats,299.0,1,0.06026056906890107
146,Woolrich Men's Rescue Jacket,Outerwear & Coats,299.0,1,0.06026056906890107
147,J.C. Rags Men's Heavy Jersey Blazer Suit,Suits & Sport Coats,298.0,2,0.06005902870412214
148,Anne Klein Women's Tuxedo Dress,Dresses,298.0,2,0.06005902870412214
149,Jones New York Women's Notch Collar Cardigan,Sweaters,298.0,2,0.06005902870412214
150,Badlands Cotton Zip Cardigan,Sweaters,298.0,2,0.06005902870412214
151,French Connection Men's Melton Jacket Blazer,Suits & Sport Coats,298.0,1,0.06005902870412214
152,Boiled-wool Snap-front Pullover,Sweaters,298.0,2,0.06005902870412214
153,Tom Ford Marko FT0144 Sunglasses - 18V Shiny Rhodium (Blue Lens) - 58mm,Accessories,297.95001220703125,1,0.06004895414609272
154,Joseph Abboud Men's 2 Button Side Vent Soft Construction Check Sport Coat,Suits & Sport Coats,297.0,1,0.05985748833934321
155,Kuhl Men's Scandinavian Hoody,Fashion Hoodies & Sweatshirts,297.0,3,0.05985748833934321
156,Joseph Abboud Men's Two-button Side Vent Blazer,Suits & Sport Coats,296.0,1,0.05965594797456427
157,Halston Heritage Women's Long Sleeve Cable Rib Turtleneck Sweater,Sweaters,295.92999267578125,1,0.05964183867290403
158,Ben Sherman Men's Plectrum Tweed Blazer,Suits & Sport Coats,295.0,1,0.05945440760978534
159,Ben Sherman Men's Plectrum Tuxedo Blazer,Suits & Sport Coats,295.0,1,0.05945440760978534
160,True Religion Men's Ricky Straight Corduroy Pant,Pants,293.3299865722656,1,0.05911783249437404
161,Krazy Larry Full Length Pull on Pants,Pants & Capris,290.0,2,0.058446705785890674
162,Carhartt Mens Duck Bib Quilt Lined,Pants,289.95001220703125,1,0.05843663122786126
163,Arcteryx Beta SL Jacket - Women's,Outerwear & Coats,289.0,1,0.05824516542111174
164,Trina Turk Women's Pasha Pant,Pants & Capris,288.0,1,0.05804362505633281
165,Levi's Men's Wool Melton Triple Front Closure Toggle Hoodie,Outerwear & Coats,288.0,2,0.05804362505633281
166,Spiewak Men's Grant Deck Parka,Suits & Sport Coats,282.0,1,0.056834382867659204
167,Anne Klein Collection Women's Shawl Collar Jacket,Blazers & Jackets,280.6700134277344,1,0.056566336888733706
168,Throwdown by Affliction Men's Clockwork Zip Hood Tee,Fashion Hoodies & Sweatshirts,280.0,4,0.05643130213810134
169,Outdoor Research Men's Transcendent Vest,Outerwear & Coats,280.0,2,0.05643130213810134
170,Joseph Abboud Mens 2 Button Gray Sharkskin Wool Suit,Suits & Sport Coats,279.989990234375,1,0.05642928476628593
171,Carhartt Women's Sandstone Kenai Parka,Outerwear & Coats,279.8999938964844,2,0.05641114687151868
172,Sitka Gear Men's Softshell Jacket,Outerwear & Coats,279.0,1,0.05622976177332241
173,EVAN PICONE Elizabethan Jacket/Skirt Suit,Suits,278.0,2,0.05602822140854347
174,Austin Reed Men's Classic Fit Blazer,Suits & Sport Coats,277.20001220703125,2,0.055866991576929856
175,Rock Revival Mens Hector A3 Alternative Straight Leg Jean,Jeans,276.0,2,0.05562514067898561
176,GUESS Faux-Leather Vest,Suits & Sport Coats,276.0,2,0.05562514067898561
177,Faconnable Tailored Denim Men's Basic Stretch Pant,Jeans,275.5,2,0.05552437049659614
178,Stitch's Men's Soft Broken Twill Pant,Pants,275.3999938964844,2,0.05550421523001348
179,Minnie Rose Women's V-Neck Dolman Sleeve Pullover,Sweaters,275.0,1,0.05542360031420667
180,Tart Women's Autumn Dress,Dresses,272.0,2,0.054818979219869876
181,Mountain Hardwear Men's Exposure Parka,Outerwear & Coats,270.0,1,0.054415898490312004
182,Mycra Pac Long Donatella Women's Fashion Travel Raincoat,Outerwear & Coats,269.0,1,0.054214358125533074
183,Mens Pure Cashmere Polo Sweater,Sweaters,269.0,1,0.054214358125533074
184,Monk Luxury Style Hooded Full Ankle Length Double Sided Heavy Turkish Terry Cotton Bathrobe,Sleep & Lounge,269.0,2,0.054214358125533074
185,Robert Graham Men's Freeboard,Tops & Tees,268.0,1,0.05401281776075414
186,Plenty by Tracy Reese Women's Lace Front Shift Dress,Dresses,268.0,1,0.05401281776075414
187,True Religion Men's Bobby Zipper Jean,Jeans,268.0,1,0.05401281776075414
188,HALSTON HERITAGE Women's Sleeveless Mock Neck Dress,Dresses,267.989990234375,1,0.054010800388938726
189,Ben Sherman Men's Plectrum Double Button Blazer,Suits & Sport Coats,265.989990234375,1,0.05360771965938086
190,Mountain Hardwear Women's Kelvinator Jacket,Outerwear & Coats,265.0,1,0.053408196666417336
191,Robbi & Nikki Women's Reptile Print Jacket,Blazers & Jackets,265.0,2,0.053408196666417336
192,Hanro Women's Moments 3/4 Sleeve Bigshirt,Sleep & Lounge,264.0,2,0.05320665630163841
193,Silver Jeans Men's Nash Heritage Slim Fit Jean,Jeans,264.0,3,0.05320665630163841
194,Joseph Abboud Men's Two-button Side Vent Sport Coat,Suits & Sport Coats,264.0,1,0.05320665630163841
195,Icebreaker Men's Bodyfit 260 Tech Top,Tops & Tees,260.739990234375,2,0.05254963274429146
196,Onia Men's Calder 7.5 Swim Shorts,Swim,260.0,2,0.052400494842522675
197,Trina Turk Halter Marrakesh V Neck Colorful Swimsuit,Swim,260.0,2,0.052400494842522675
198,True Religion Women's Halle Metallic Spray Jean,Jeans,260.0,1,0.052400494842522675
199,Tommy Hilfiger Men's Plaid Trim Fit Suit,Suits & Sport Coats,259.989990234375,1,0.05239847747070726
200,Calvin Klein Mens Black Pinstripe Slim Fit Wool Cashmere Suit,Suits & Sport Coats,259.989990234375,1,0.05239847747070726
201,Finis Men's Hydrospeed Flux Jammer Swimsuit,Swim,259.9800109863281,2,0.05239646624941567
202,Vilebrequin Swim Trunks X-Large Floral Print Nylon Swimsuit Shorts XL For Men,Swim,259.9800109863281,2,0.05239646624941567
203,Yoana Baraschi Women's 7th Heaven Tweed Jacket,Blazers & Jackets,259.69000244140625,1,0.05233801782148311
204,Woolrich Elite Men's Algerian Tactical Jacket,Outerwear & Coats,258.0,2,0.0519974141129648
205,J.C. Rags Men's Compact Twill Chino Pant,Pants,258.0,2,0.0519974141129648
206,Ben Sherman Men's Ec1 Slim-Fit Chino Pant,Pants,258.0,2,0.0519974141129648
207,True Religion Men's TRBJ Ricky Straight Jean,Jeans,257.0,1,0.051795873748185874
208,Evan Picone Cranberry Fields Skirt Suit,Suits,255.02000427246097,2,0.051396824686996925
209,Carhartt Men's Sandstone Active Jacket,Outerwear & Coats,254.9699935913086,3,0.05138674551607463
210,7 For All Mankind Men's The Straight Colored Weft Twill,Pants,253.2599945068359,2,0.051042111676818366
211,Mountain Hardwear Men's Mountain Tech Vest,Active,252.97999572753903,2,0.05098568062070122
212,Mountain Hardwear Women's Hunker Down Parka,Outerwear & Coats,250.0,1,0.05038509119473334
213,Rodd & Gunn Rover Moleskin Rl Jean,Jeans,250.0,2,0.05038509119473334
214,Fred Perry Men's Waffle Shawl Collar Cardigan,Sweaters,250.0,1,0.05038509119473334
215,Icebreaker Men's Kodiak Zip Jacket,Outerwear & Coats,250.0,1,0.05038509119473334
216,G-Star Women's Attacc Denim Jacket,Outerwear & Coats,250.0,1,0.05038509119473334
217,Pendleton The Portland Collection Women's Wallowa Cardigan,Sweaters,250.0,1,0.05038509119473334
218,Scotch & Soda Men's Tweed Blazer,Suits & Sport Coats,250.0,1,0.05038509119473334
219,Icebreaker Men's Orion Sweater,Sweaters,250.0,1,0.05038509119473334
220,Icebreaker Women's Athenarap Sweater,Sweaters,250.0,1,0.05038509119473334
221,Mountain Hardwear Nitrous Hooded Jacket - Men's,Outerwear & Coats,250.0,1,0.05038509119473334
222,Scotch & Soda Men's Japanese Styled Blazer,Suits & Sport Coats,250.0,1,0.05038509119473334
223,Michael Kors Mens 2 Button Flat Front Dark Navy Blue Pinstripe Wool Suit,Suits & Sport Coats,249.9900054931641,1,0.05038307689817985
224,Ralph Lauren Mens Single Breasted 2 Button Navy Blue Wool Blazer Sport Coat Jacket,Suits & Sport Coats,249.9900054931641,1,0.05038307689817985
225,Mantoni 1 Button PEAK Lapel Men's Tuxedo Suit with Vest Solid Black 100% Virgin Wool,Suits & Sport Coats,249.94999694824216,1,0.050375013561442
226,Paul Fredrick Two-Button Cotton Velvet Blazer,Suits & Sport Coats,249.5,1,0.05028432101234387
227,Jones New York Women's No Closure Jacket,Blazers & Jackets,249.0,1,0.050183550829954404
228,FactoryExtreme Showman Men's Brown Biker Leather Jacket,Suits & Sport Coats,248.97999572753903,1,0.05017951916158549
229,BCBGMAXAZRIA Women's Palais One Shoulder Luxe Satin,Dresses,248.0,1,0.049982010465175475
230,Ella moss Women's Tiara Dress,Dresses,248.0,1,0.049982010465175475
231,BCBGMAXAZRIA Women's Meyna Blocked Sheath Dress,Dresses,248.0,1,0.049982010465175475
232,Boston Harbour Men's Button Front Walker Jacket,Outerwear & Coats,247.5,1,0.049881240282786
233,True Religion Men's Bobby 1971 Jean,Jeans,246.0,1,0.0495789297356176
234,Nine West Mediterranean Pant Suit,Suits,245.19999694824216,2,0.04941769682874207
235,Evan Picone Water Color Pant Suit - 2 Piece,Suits,245.19999694824216,2,0.04941769682874207
236,COOGI Authentic Crew Sweater.,Sweaters,245.0,1,0.04937738937083867
237,Hanro Men's Lexington Robe,Sleep & Lounge,245.0,1,0.04937738937083867
238,G-Star Mens Classic Brooklyn Jean,Jeans,244.7599945068359,2,0.04932901857619743
239,DOLCE & GABBANA DG4167 501/8G BLACK GRAY GRADIENT 5917,Plus,243.0,1,0.04897430864128081
240,True Religion Men's Ricky SPT Boot Cut Jean,Jeans,240.6499938964844,1,0.04850068755394556
241,Not Your Daughter's Jeans Women's Alisha Ankle Bengal Print Jean,Jeans,240.0,2,0.048369687546944005
242,Mens Motorcycle Biker Premium Naked Cowhide Black Leather Jacket Sport Collar,Suits & Sport Coats,239.9900054931641,1,0.048367673250390514
243,Tommy Hilfiger Men's Melton Walking Coat,Outerwear & Coats,239.97999572753903,2,0.04836565587857508
244,Le Suit Women's Grasslands Floral Jacket Dress Set Black,Suits,239.8999938964844,2,0.04834953228036135
245,Gold Toe Men's Cotton Quarter Athletic Sock 6-Pack,Socks,239.8999938964844,2,0.04834953228036135
246,Mycra Pac Short Donatella Raincoat - Scroll,Outerwear & Coats,239.0,1,0.04816814718216507
247,Calvin Klein Sportswear Men's Bold Check Pant,Pants,238.5,3,0.048067376999775605
248,7 For All Mankind Men's Standard In Straight Jean,Jeans,238.0,2,0.04796660681738614
249,Kristen Blake Women's Saga Fox Shawl Collar Coat,Outerwear & Coats,237.5,1,0.047865836634996675
250,Pendleton Men's Fair Isle Shawl Collar Sweater,Sweaters,235.19999694824216,2,0.04740229318095274
251,True Religion Women's Joey Flare Jean,Jeans,235.0,1,0.04736198572304934
252,Sofie Women's 100% Cashmere Contrast Color-Block Cardigan,Sweaters,233.0,2,0.04695890499349147
253,TOM FORD WILLIAM TF0207 TF207 Sunglasses 59-15-135,Accessories,233.0,1,0.04695890499349147
254,The North Face S-XL Gotham Jacket,Outerwear & Coats,230.0,1,0.04635428389915467
255,Hanro Men's City Pajama Set,Sleep & Lounge,230.0,1,0.04635428389915467
256,Mountain Hardwear Nitrous Down Jacket - Women's,Outerwear & Coats,230.0,1,0.04635428389915467
257,Antique Rivet Men's Culbert Jean,Jeans,230.0,2,0.04635428389915467
258,G-Star Men's Arc 3D Loose Tapered Jean,Jeans,230.0,1,0.04635428389915467
259,G-Star Men's Whistler Hooded Vest,Outerwear & Coats,230.0,1,0.04635428389915467
260,Perry Ellis Men's Lamb Zip Front Side Elastic Waist Jacket,Outerwear & Coats,229.9900054931641,1,0.04635226960260118
261,Tommy Hilfiger Mens 2 Button Side Vent Trim Fit 100% Wool Suit Separate Coat,Suits & Sport Coats,229.9900054931641,1,0.04635226960260118
262,Marc New York by Andrew Marc Men's Wiley 34 Inch Button Placket Front Wool Blend Car Coat,Outerwear & Coats,229.0,1,0.04615274353437574
263,Woolrich Men's Langhorn Jacket,Outerwear & Coats,229.0,1,0.04615274353437574
264,Ella Moss Women's Mazzy Blazer,Blazers & Jackets,228.0,1,0.045951203169596805
265,MICHAEL Michael Kors Women's Belted Safari Jacket,Outerwear & Coats,225.0,1,0.04534658207526
266,Derek Rose Men's Button-Through Nightshirt,Sleep & Lounge,225.0,1,0.04534658207526
267,Original Penguin Men's 2 Button Peaked Lapel Jacket,Suits & Sport Coats,225.0,1,0.04534658207526
268,Royal Robbins Women's Zip N' Go Pant,Active,224.94999694824216,1,0.04533650444196867
269,True Religion Men's Bobby Snake Eyes Straight Jean,Jeans,224.0,1,0.045145041710481074
270,Ray-Ban RB3293 Bubble Wrap Aviator Sunglasses,Accessories,222.9499969482422,2,0.04493342371241081
271,True Religion Women's Billy Straight Jeans,Jeans,222.0,1,0.04474196098092321
272,FactoryExtreme Neptune Men's Black Biker Leather Jacket,Suits & Sport Coats,221.97999572753903,1,0.044737929312554284
273,Pendleton Men's Argyle Cardigan Vest,Sweaters,221.19999694824216,2,0.04458072807404767
274,Kasper Women's Unmatched Jacquard With Crepe Pant,Suits,220.0,1,0.044338880251365335
275,Christopher Fischer Women's 100% Cashmere Long-Sleeve Striped Dip-Dyed Cardigan,Sweaters,220.0,2,0.044338880251365335
